"Feature_name"	"OTU"	"sample"	"abundance"	"run"	"barcode"	"database"	"Relative_IDs"	"IDs"
"6b315fa446d2c498bb4570b58f542356"	"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa"	"184_Barg"	19	"RUN2"	"134"	"Custom"	"Eukaryota(90.76);environmental samples(72.59);uncultured eukaryote(72.59);"	"Eukaryota	environmental samples	uncultured eukaryote"
"108434f23410d9435d609eda3bac98e5"	"Eukaryota"	"184_Barg"	19	"RUN2"	"134"	"Custom"	"Eukaryota(85.46);Fungi(85.46);Dikarya(85.46);Ascomycota(51.16);Pezizomycotina(51.16);Pezizomycetes(51.16);Pezizales(51.16);Pyronemataceae(51.16);Rhodoscypha(17.09);Rhodoscypha ovilla(0);"	"Eukaryota	Fungi	Dikarya"
"07b06bd661de985a854078c1751b83f3"	"Eukaryota"	"184_Barg"	17	"RUN2"	"134"	"Custom"	"Eukaryota(86.64);Fungi(69.44);environmental samples(17.62);uncultured fungus(17.62);"	"Eukaryota"
"1a16b4d60637bb8254336b2afa37017a"	"Eukaryota"	"184_Barg"	15	"RUN2"	"134"	"Custom"	"Eukaryota(91.07);Alveolata(72.82);Dinophyceae(54.58);environmental samples(54.58);uncultured dinoflagellate(54.58);"	"Eukaryota	Alveolata"
"b5b8a5efff0dbd82c2a7ae110e583e94"	"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A"	"184_Barg"	14	"RUN2"	"134"	"Custom"	NA	"Eukaryota	Unknown Eukaryote	N/A	 N/A	N/A"
"daaa6e19879df098ad7302e79e4e8e98"	"Eukaryota_Cercozoa"	"184_Barg"	13	"RUN2"	"134"	"Custom"	"Eukaryota(89.81);environmental samples(53.91);uncultured eukaryote(53.91);"	"Eukaryota"
"17d4ad3a0e1eb4dcc1375a2327171ea7"	"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa"	"184_Barg"	13	"RUN2"	"134"	"Custom"	"Eukaryota(90.73);environmental samples(90.73);uncultured marine eukaryote(54.49);"	"Eukaryota	environmental samples"
"fc2e29b3f7af7d30ffe77aa5a6b9dd2d"	"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa"	"184_Barg"	10	"RUN2"	"134"	"Custom"	"Eukaryota(91.29);environmental samples(91.29);uncultured eukaryote(91.29);"	"Eukaryota	environmental samples	uncultured eukaryote"
"9a75eee78a8cac02488dc0ae1bf009cf"	"Eukaryota_Cercozoa"	"184_Barg"	10	"RUN2"	"134"	"Custom"	"Eukaryota(89.28);Rhizaria(71.60);Cercozoa(71.60);Glissomonadida(18.16);Viridiraptoridae(18.16);Viridiraptor(18.16);Viridiraptor invadens(18.16);"	"Eukaryota	Rhizaria	Cercozoa"
"240118ce9f15e6fe5adcc4c5a08bd7ec"	"Eukaryota"	"184_Barg"	10	"RUN2"	"134"	"Custom"	"Eukaryota(87.06);Stramenopiles(18.10);Chrysophyceae(18.10);Chromulinales(18.10);Paraphysomonadaceae(18.10);Paraphysomonas(18.10);Paraphysomonas butcheri(18.10);"	"Eukaryota"
